book_name,grouping,order_index,chapter,verse,text,pericope
Tobit,deutero,17,1,11,te tapi aku men ce gah di ri ku ja ngan ma kan ma kan an itu.,
Tobit,deutero,17,1,12,Sebab dengan segenap hatiku aku ingat ke- pada Allah.,
Tobit,deutero,17,1,13,Oleh Yang Mahatinggi dianu- ge rah kan ke pa da ku ke re la an dan peng hor- matan dari pihak raja Salmaneser. Maka aku menja di pembe lanja segala sesuatu nya yang diperlukan raja.,
Tobit,deutero,17,1,14,"Dari sebab itu aku bia sa per gi ke ne ge ri Me dia un tuk ber be lan ja ba- gi nya di sa na sampai raja mangkat. Se kali kutitipkan sebuah pundi-pundi pada Gaba- el, saudara Gabria di negeri Media, yang se- puluh talen ta perak isinya.",
Tobit,deutero,17,1,15,"Semangkatnya Salmaneser maka pute- ra nya San he rib men ja di ra ja akan ganti nya. Kemudian jalan-jalan di negeri Media tidak terpakai lagi, se hingga aku tidak dapat per- gi ke Media lagi.",
Tobit,deutero,17,1,16,Di zaman Salmaneser aku te lah ba nyak me la ku kan ke ba jik an ke pa da para saudara sebangsaku.,
Tobit,deutero,17,1,17,"Makan an ku ku- be ri kan ke pa da orang yang ke la par an dan pakaian ku kepada orang te lanjang. Apabila ku li hat sese orang sebangsa yang te lah me- ninggal dan terbuang di belakang tembok ko- ta Niniwe, maka kukubur kan.",
Tobit,deutero,17,1,18,"Manakala se- se orang di bu nuh oleh ra ja San he rib, se te lah raja pulang kalah dari daerah Yehuda di ma- sa ia dihukum oleh Raja Sorgawi karena hu- jatnya, maka kukubur kan juga. Sebab banyak dari orang Israel dibunuh oleh raja Sanherib TOBIT ka re na ke mur ka an nya. Te ta pi de ngan di am- di am ku ku bur kan se mua. Me mang ma yat-ma- yat me re ka di ca ri ra ja, ta pi ti dak di te mu kan.",
Tobit,deutero,17,1,19,"Ma ka sa lah se orang pen du duk ko ta Ni ni we per gi me la por kan ke pa da ra ja peri hal di ri ku, bah wa aku lah yang me ngu bur kan ma yat-ma- yat itu. Ke mu di an ter pak sa aku ber sem bu nyi. Ke ti ka aku da pat ta hu, bah wa hal itu ke ta hu- an oleh ra ja dan aku di ca ri-ca ri nya un tuk di- bu nuh, ma ka aku ke ta kut an dan me la ri kan di ri.",
Tobit,deutero,17,1,20,"Da ri se bab itu se ga la har ta ben da ku di si ta dan ti dak ada la gi si sa pa da ku yang ti- dak di ang kut ke is ta na ra ja, ke cu ali Ha na, is- te ri ku, dan To bia, anak ku.",
Tobit,deutero,17,1,21,"Te ta pi be lum ju ga em pat pu luh ha ri ber- la lu ma ka ra ja San he rib di bu nuh oleh pu te- ra-pu te ra nya yang se ge ra me la ri kan di ri ke gu nung Ara rat. Se su dah nya pu te ra San he- rib, yai tu Esar ha don, men ja di ra ja. Ahi kar bin Anael, sau da ra ku, di ang kat oleh nya men ja di ke tua de wan keu ang an ke ra ja an nya dan ke- pa la urus an is ta na.",
Tobit,deutero,17,1,22,"Ma ka Ahi kar men ja- di pem bi ca ra ba ik ba gi ku, se hing ga aku da- pat pu lang ke Ni ni we. Di ma sa pe me rin tah an San he rib, ra ja Asyur, Ahi kar te lah men ja di ju ru mi num an, pen ja ga cin cin me te rai dan pengu rus is ta na dan ia di per ta han kan oleh ra ja Esar ha don. Dia itu sau da ra se pu pu ku. Tobit menjadi buta",
Tobit,deutero,17,2,1,"Ja di, di ma sa pe me rin tah an Esar ha don aku kem ba li ke ru mah ku. Ju ga is te ri ku Ha na dan anak ku To bia di se rah kan kem ba- li ke pa da ku. Se ka li pe ris ti wa pa da ha ri ra ya Pen ta kos ta, yai tu ha ri ra ya Tu juh Ming gu, di sa ji kan lah ke pa da ku sua tu ja mu an ma kan yang ba ik. Aku pun te lah du duk un tuk ma- kan.",
Tobit,deutero,17,2,2,"Se bu ah me ja di tem pat kan di ha dap an- ku dan ke pa da ku di sa ji kan ba nyak hi dang an. Te ta pi ber ka ta lah aku ke pa da anak ku To bia: ”Nak, per gi lah dan ji ka kau jum pai se orang mis kin da ri sau da ra-sau da ra ki ta yang di ang- kut ter ta wan ke Ni ni we dan yang de ngan se- ge nap ha ti ingat ke pa da Tuhan, ba wa lah ke ma ri, su pa ya ikut ma kan. Aku hen dak me- nung gu, anak ku, hing ga eng kau kem ba li.”",
Tobit,deutero,17,2,3,"Ma ka ke lu ar lah To bia un tuk men ca ri se- orang sau da ra ki ta yang mis kin. Se pu lang- nya ber ka ta lah ia: ”Pak!” Sa hut ku: ”Ada apa, nak?” Ja wab nya: ”Sa lah se orang da ri bang- sa ki ta su dah di bu nuh. Ia di ce kik dan di bu- ang di pa sar. Ma sih ada di si tu ju ga!”",
Tobit,deutero,17,2,4,"Aku me lon jak ber di ri dan ja mu an itu ku ting gal- kan se be lum ku ke cap. Ma yat itu ku ang kat da ri la pangan dan ku ta ruh di da lam sa lah sa tu ru mah hing ga ma ta ha ri ter be nam, un- tuk ku ku bur kan nan ti.",
Tobit,deutero,17,2,5,"Ke mu di an aku pu- lang, mem ba suh di ri ku, la lu ma kan de ngan se dih ha ti.",
Tobit,deutero,17,2,6,Ma ka ter ingat lah aku ke pa da fi r- man yang di ucap kan na bi Amos menge nai ko ta Be tel ini: ”Hari-hari rayamu akan berubah menjadi hari sedih dan segala nyanyianmu akan menjadi ratap!” La lu me na ngis lah aku.,
Tobit,deutero,17,2,7,Se te lah ma ta ha ri ter- be nam aku per gi meng ga li li ang la lu ma yat itu ku ku bur kan.,
Tobit,deutero,17,2,8,"Pa ra te tang ga me ner ta wa- kan aku, ka ta nya: ”Ia be lum ju ga ta kut! Su- dah per nah ia di ca ri un tuk di bu nuh ka re na per ka ra yang sa ma. Da hu lu ia me la ri kan di- ri dan se ka rang ia me ngu bur kan ma yat la gi!”",
Tobit,deutero,17,2,9,"Pa da ma lam itu ju ga aku mem ba suh di ri- ku, la lu per gi ke pe la tar an ru mah dan ti dur di de kat pa gar tem bok nya. Mu ka ku ti dak ter- tu dung ka re na pa nas.",
Tobit,deutero,17,2,10,"Aku ti dak ta hu bah- wa ada bu rung pi pit di tem bok te pat di atas di ri ku. Ma ka ja tuh lah ta hi ha ngat ke da lam ma ta ku. Mun cul lah bin tik-bin tik pu tih. Aku pun la lu per gi ke pa da ta bib un tuk bero bat. Te ta pi se ma kin aku di oles nya de ngan obat, se ma kin bu ta ma ta ku ka re na bin tik-bin tik pu- tih itu, sam pai bu ta sa ma se ka li. Em pat ta hun la ma nya aku ti dak da pat me li hat. Se mua sau- da ra ku me ra sa se dih ka re na aku. Dua ta hun la ma nya aku di pe li ha ra oleh Ahi kar sam pai ia pin dah ke ko ta Elu mais.",
Tobit,deutero,17,2,11,Di ma sa itu is te ri ku Ha na mu lai mem bo- rong pe ker ja an pe rem pu an.,
Tobit,deutero,17,2,12,"Pe ker ja an itu di an tar kan nya ke pa da pa ra pe me san dan ia di be ri upah nya. Pa da sua tu ha ri, yai tu tang- gal tu juh bu lan Dus trus, di se le sai kan nya se- po tong ka in, la lu di an tar kan nya ke pa da pe- me san. Se lu ruh upah nya di ba yar ke pa da nya dan di tam bah ju ga se ekor anak kam bing jan- tan un tuk di ma kan.",
Tobit,deutero,17,2,13,Te ta pi se ti ba nya di ru- mah ku ma ka anak kam bing itu mengem bik. La lu is te ri ku ku pang gil dan ber ka ta: ”Da- ri ma na anak kam bing itu? Apa itu bu kan curian? Kem ba li kan lah ke pa da pe mi lik nya! Se bab ki ta ti dak di per bo leh kan ma kan ba- rang cu ri an!”,
Tobit,deutero,17,2,14,"Sa hut is te ri ku: ”Kam bing itu di be ri kan ke pa da ku se ba gai tam bah an upah- ku.” Te ta pi aku ti dak per ca ya ke pa da nya. Ma- ka ku su ruh kem ba li kan ke pa da pe mi lik nya – Ka re na per ka ra itu aku me rah pa dam ka re na dia! – Te ta pi is te ri ku mem ban tah, ka ta nya: ”Di ma na ge rang an kebajikanmu? Di ma na amal mu itu? Be tul, su dah ke ta hu an ju ga gu- na nya ba gi mu!” [2] TOBIT",
Tobit,deutero,17,3,1,"Ma ka aku se dih ha ti, menge luh dan me- na ngis. De ngan ke luh ke sah aku ang kat doa be gi ni:",
Tobit,deutero,17,3,2,"”Engkaulah adil, ya Tuhan, semua perbuatan-Mu pun adil pula; semua tindakan-Mu belas kasihan dan kebenaran, dan dunia semesta diadili oleh-Mu.",
Tobit,deutero,17,3,3,"[3] sehingga aku mesti memelihara diriku untuk menjadi isterinya. Aku sudah kehilangan tujuh orang; apa lagi gunanya hidup bagiku? Apabila Engkau tidak berkenan membiarkan aku mati, maka dengarkanlah nistaku ini, ya Tuhan!”",
Tobit,deutero,17,3,4,"Aku telah tidak taat kepada segala perintah-Mu, maka kami Kauserahkan untuk dirampasi, dan untuk ditawan dan dibunuh, dan untuk menjadi sindiran, tertawaan dan orang ternista di tengah sekalian bangsa di mana kami Kaucerai-beraikan.",
Tobit,deutero,17,3,5,"Segala hukuman-Mu memang benar, apabila kini aku Kauperlakukan sekadar segala dosaku. Karena kami tidak memenuhi perintah-perintah-Mu, dan tidak berjalan benar di hadapan-Mu.",
Tobit,deutero,17,3,6,"Kini berbuatlah kepadaku menurut apa yang berkenan kepada-Mu, dan sudilah mencabut nyawaku, sehingga lenyaplah aku dari muka bumi dan kembali menjadi debu. Sebab mati lebih berguna bagiku dari hidup, karena aku mesti mendengar nista dan fi tnah dan sangat sedih rasa hatiku. Ya Tuhan, suruhlah supaya aku lepas dari susah ini, biarlah aku lenyap menuju tempat abadi; janganlah wajah-Mu Kaupalingkan dari padaku, ya Tuhan. Sebab lebih bergunalah mati saja dari pada melihat banyak susah dalam hidupku. Nista tidak dapat kudengar lagi!” Sara anak perempuan Raguel",
Tobit,deutero,17,3,7,Pa da ha ri yang sa ma ter ja di lah bah wa Sa- ra anak pe rem pu an Ra guel di ko ta Ek ba ta na di ne ge ri Me dia men de ngar nis ta da ri pi- hak se orang pe la yan pe rem pu an ayah nya.,
Tobit,deutero,17,3,8,"Ada pun Sa ra itu su dah di per is te ri kan ke- pa da tu juh la ki-la ki. Te ta pi me re ka se mua su dah di bu nuh oleh As mo deus, se tan ja hat itu, se be lum Sa ra ber se tu buh de ngan me re- ka, se ba gai ma na pan tas nya ba gi pa ra is te ri. Ka ta pe la yan itu ke pa da Sa ra: ”Eng kau sen- di ri lah yang mem bu nuh pa ra sua mi mu! Eng- kau su dah di per is te ri kan ke pa da tu juh orang, te ta pi ti dak ada se orang pun yang eng kau nik mati ju ga!",
Tobit,deutero,17,3,9,"Ma sakan ka mi kau cam buki ka re na me re ka ma ti! Ba ik lah eng kau me nyu- sul me re ka sa ja, su pa ya se orang anak la ki-la- ki atau pe rem pu an da ri eng kau ja ngan per- nah ka mi li hat!”",
Tobit,deutero,17,3,10,"Ma ka pa da ha ri itu ju ga Sa ra sa ngat se dih ha ti, la lu me na ngis ter se- du-se du. Ke mu di an ia na ik ke bi lik atas ke- pu nya an ayah nya de ngan mak sud meng gan- tung di ri. Te ta pi ber pi kir dan ber ka ta lah ia da lam ha ti: ”Ki ra nya ayah ku nan ti di nis ta- kan ka re na hal itu dan orang akan ber ka ta ke pa da nya: Ba pak ha nya pu nya sa tu anak pe- rem pu an yang ke ka sih. Ce la ka lah, ia te lah meng gan tung di ri! Nis ca ya ka re na se dih nya, ma ka uban ayah ku ku ba wa ke du nia orang ma ti. Le bih ba ik lah aku ti dak meng gan tung di ri, me la in kan ber doa ke pa da Tuhan, su pa- ya aku ma ti sa ja se hing ga ti dak usah men- de ngar la gi nis ta se la ma hi dup ku.”",
Tobit,deutero,17,3,11,"Se ge ra ta ngan di ke dang kan nya ke arah jen de la, la- lu ber doa. Ka ta nya: ”Terpujilah Engkau, ya Allah penyayang! Moga-moga terpujilah nama-Mu selama-lamanya, dan semoga segala buatan-Mu memuji Engkau selama-lamanya.",
Tobit,deutero,17,3,12,Kini kuangkat mukaku kepada-Mu dan kuarahkan mataku.,
Tobit,deutero,17,3,13,"Aku mohon: Biarlah aku dilenyapkan dari muka bumi ini, nista tidak mau kudengar lagi.",
Tobit,deutero,17,3,14,"Sebab Engkau tahu, ya Tuhan, bahwa aku bersih dari segala pencemaran oleh seorang laki-laki,",
Tobit,deutero,17,3,15,"bahwa namaku pun tidak kunodai dan tidak pula nama ayahku di tanah pembuanganku. Aku ini anak tunggal ayahku dan ia tidak mempunyai anak lain sebagai waris; tiada pun seorang saudara padanya dan tidak pula sanak saudara lain, TOBIT",
Tobit,deutero,17,3,16,"Pa da sa at itu ju ga ke dua orang itu, yak- ni To bit dan Sa ra, di ka bul kan per mo hon an- nya di ha dap an ke mu lia an Allah.",
Tobit,deutero,17,3,17,"Diu tus lah Ra fa el un tuk me nyem buh kan ke dua-dua nya, yai tu de ngan meng ha pus bin tik-bin tik pu tih da ri ma ta To bit se hing ga ia da pat me li hat ca ha ya Allah de ngan ma ta nya sen diri, dan de ngan mem be ri kan Sa ra anak pe rem pu an Ra guel ke pa da To bia bin To bit se ba gai is te ri dan de ngan me le pas kan nya da ri As mo deus, se tan ja hat itu. Me mang To bia le bih ber hak mem pero leh Sa ra da ri se mua orang la in yang ingin meng am bil nya. Pa da sa at yang sa ma To bit kem ba li da ri pe la tar an itu ma suk ke ru mah nya dan Sa ra anak Ra guel tu run da ri bi lik atas itu. Tobia dikirim ke negeri Media",
Tobit,deutero,17,4,1,Pa da ha ri itu ju ga To bit ingat ke pa da uang yang per nah di ti tip kan nya pa da Ga- ba el di Ra gai di ne ge ri Me dia itu.,
Tobit,deutero,17,4,2,La lu ia ber pi kir: ”Aku su dah sam pai me min ta ke ma- tian ba gi di ri ku. Menga pa ge rang an ti dak ku- pang gil anak ku To bia un tuk ku be ri pe tun juk menge nai uang itu se be lum aku meninggal?”,
Tobit,deutero,17,4,3,"Ma ka di pang gil nya anak nya To bia yang se- ge ra da tang ju ga. La lu ka ta To bit: ”Nak, apa- bila aku su dah ma ti nan ti, ku bur kan lah aku se ba gai ma na mes ti nya. Hor mati lah ibu mu dan ja ngan kau ting gal kan se pan jang umur hi dup nya. La ku kan lah apa yang me nye nang- kan ha ti nya dan ja ngan ha ti nya kau se dih kan de ngan ke la ku an mu.",
Tobit,deutero,17,4,4,"Ingat lah, nak, bah wa oleh ka re na eng kau te lah di tang gung nya ba- nyak ba ha ya, yai tu wak tu eng kau ma sih da- lam kan dung an nya. Se te lah ibu mu me ning- gal, ku bur kan lah di sam ping ku da lam sa tu ku bur.",
Tobit,deutero,17,4,5,"Nak, ingat lah ju ga ke pa da Tuhan; se pan- jang umur hi dup mu ja ngan sam pai ber do sa dan me lang gar pe rin tah-pe rin tah-Nya. Hen- dak lah ber bu at ba ik se pan jang hi dup mu dan ja ngan me nem puh ja lan ke la lim an.",
Tobit,deutero,17,4,6,"Se bab orang yang men ja lan kan ke be nar an akan ber- ha sil da lam se ga la usa ha nya,",
Tobit,deutero,17,4,7,"se ba gai ma na hal nya de ngan se mua orang yang ber bu at ba ik. [Be ri lah se de kah da ri har ta mi lik mu. Ma- ta mu ja ngan me nye sal apa bila eng kau mem- be ri kan se de kah. Mu ka ja ngan kau pa ling kan da ri se orang mis kin, nis ca ya wa jah Allah pun ti dak akan di pa ling kan da ri pa da mu.",
Tobit,deutero,17,4,8,"Be ri- kan lah se de kah se su ai de ngan be sar nya ke- ka ya an mu. Ji ka eng kau ha nya mem pu nyai se di kit, ja ngan ta kut mem be ri kan se de kah se- ada nya.",
Tobit,deutero,17,4,9,De ngan ja lan itu kau tim bun sim pan- an ba gi di ri mu un tuk ma sa da ru rat.,
Tobit,deutero,17,4,10,Me- mang se de kah me le pas kan da ri ma ut dan ti dak mem bi ar kan orang ma suk ke da lam ke ge lap an.,
Tobit,deutero,17,4,11,Se de kah me ru pa kan per sem- bah an yang ba ik ke ha dap an Yang Ma ha ting- gi ba gi se mua orang yang mem be ri kan nya.,
Tobit,deutero,17,4,12,"Nak, ja uhi lah per ca bul an. Le bih-le bih, am bil lah is te ri da ri ke tu run an ne nek mo- yang mu. Ja ngan meng am bil is te ri lu ar yang ti dak ber asal da ri su ku ayah mu. Se bab ki ta ini ada lah ke tu run an pa ra na bi – Nuh, Abra- ham, Is hak, Ya kub, ne nek mo yang ki ta da ri abad-abad yang lam pau – Ingat lah, nak, bah- wa me re ka se ka li an meng am bil is te ri da ri ka- um ke ra bat me re ka sen diri. Ma ka me re ka di- ber kati da lam anak-anak nya. Ingat lah pu la bah wa ke tu run an me re ka akan me wa risi ta- nah yang te lah di jan ji kan Tuhan.",
Tobit,deutero,17,4,13,"Oleh se- bab itu, nak, cin tai lah sa nak sau da ra mu dan ja ngan me ning gi kan ha ti mu ter ha dap sa nak sau da ra mu ser ta anak-anak le la ki dan pe- rem pu an bang sa mu, se hing ga eng kau eng- gan meng am bil is te ri mu da ri ka langan me re- ka. Se bab di da lam ke cong kak an ter le tak lah ke bi na sa an dan ba nyak ke ge li sah an, dan da- lam ke ma las an ter le tak ke pa pa an dan ke ku- rang an be sar. Me mang ke ma las an ada lah ibu ke la par an.",
Tobit,deutero,17,4,14,"Ja ngan lah upah orang ma na pun yang be ker ja pa da mu sam pai ber ma lam pa da mu. Se ba lik nya ba yar kan lah se ge ra ke pa da nya. Apa bila eng kau meng ab di ke pa da Allah, nis- ca ya eng kau men da pat gan jar an. Ber ja ga-ja- ga lah, nak, da lam se ga la pe ker ja an mu dan hen dak lah ber la ku se ba gai se orang yang ter- di dik ba ik da lam se ge nap ting kah la ku mu.",
Tobit,deutero,17,4,15,"Apa yang ti dak kau su kai sen diri, ja ngan- lah kau per bu at ke pa da si apa pun. Ja ngan mi- num ang gur sam pai ma buk dan ke ma buk an ja ngan me nyer tai di ri mu di ja lan.",
Tobit,deutero,17,4,16,Da ri ma kan an mu sen diri be ri kan lah ke- pa da yang la par dan da ri pa kai an mu sen diri ke pa da yang te lan jang. Apa yang ber le bih- [4] TOBIT,
Tobit,deutero,17,4,17,"Sa ji kan lah de ngan ber lim pah-lim pah ma kan an di atas ku bur orang be nar, te ta pi ja ngan kau be ri- kan ke pa da orang-orang ber do sa.",
Tobit,deutero,17,4,18,Min- ta lah na se hat da ri se ti ap orang yang arif dan ja ngan kau hi na na se hat yang ber man- fa at.,
Tobit,deutero,17,4,19,"Pu ji lah Tuhan Allah se ti ap wak tu dan min ta lah ke pa da-Nya, su pa ya se ga la ja- lan hi dup mu men ja di lu rus dan su pa ya se- ga la usa ha ser ta ren ca namu ber ha sil ba ik. Se bab tia da bang sa sa tu pun mem pu nyai na- se hat], me la in kan se ga la na se hat yang ba- ik di be ri kan oleh Tuhan. Te ta pi ka lau Tuhan mau ma ka Ia me ren dah kan sam pai ke lu buk du nia orang ma ti, se ba gai ma na yang di ke- hen daki-Nya. Dan ki ni, nak, ingat lah ke pa- da se ga la pe tun juk ku dan ja ngan sam pai ter- ha pus da ri ha ti mu.",
Tobit,deutero,17,4,20,"Oleh se bab itu, nak, aku hen dak mem be- ri ta hu kan ke pa da mu ten tang se pu luh ta len- ta pe rak yang te lah ku ti tip kan pa da Ga ba el bin Gab ria di Ra gai di ne ge ri Me dia.",
Tobit,deutero,17,4,21,"Ja- ngan ta kut-ta kut, nak, oleh ka re na ki ta su dah ja tuh mis kin. Me mang har ta mi lik mu ba nyak, apa bila eng kau ta kut akan Allah dan men ja- uh kan di ri da ri se ti ap do sa la gi me la ku kan apa yang ber ke nan pa da Tuhan Allah mu.” Teman seperjalanan Tobia",
Tobit,deutero,17,5,1,"Ma ka men ja wablah To bia ke pa da To bit, ayah nya: ”Pak, se mua nya yang te lah ba- pak pe rin tah kan ke pa da ku hen dak ku la ku kan ju ga.",
Tobit,deutero,17,5,2,"Te ta pi ba gai ma na aku da pat meng am- bil uang itu da ri Gabael? Ia ti dak menge nal aku dan aku pun ti dak menge nal orang itu pu la. Tan da apa yang mes ti ku be ri kan ke- pa da nya, su pa ya ia menge nal aku, per ca ya ke pa da ku dan uang itu di se rah kan nya. Aku ti dak menge nal pu la ja lan-ja lan di ne ge ri Me dia yang ha rus ku tem puh.”",
Tobit,deutero,17,5,3,"Ma ka ja wab To bit ke pa da anak nya To bia: ”Ga ba el te lah mem be ri kan tan da ta ngan ke pa da ku yang di- bu buh pa da se bu ah nas kah dan de mi ki an aku pun ke pa da nya pu la. Nas kah itu te lah ku ba gi- kan ja di dua dan ka mi ma sing-ma sing meng- am bil se pa ruh nya. La lu ku ti tip kan uang itu ke pa da nya. Se ka rang su dah dua pu luh ta hun se jak uang itu ku ti tip kan. La gi, anak ku, ca ri- lah un tuk mu se se orang yang da pat di per ca ya dan yang mau per gi ber sa ma de ngan mu. Ki- ta me mang akan mem be ri kan upah ke pa da- nya hing ga eng kau kem ba li. Ke mu di an per- gi lah meng am bil uang itu da ri pa da Ga ba el.”",
Tobit,deutero,17,5,4,Ma ka ke lu ar lah To bia un tuk men ca ri se se- orang yang mau per gi ber sa ma de ngan nya ke ne ge ri Me dia dan yang ta hu ja lan nya. Di da- pati nya ma lai kat Ra fa el yang ber di ri di ha- dap an To bia. Ha nya To bia ti dak ta hu bah wa dia itu se orang ma lai kat Tuhan.,
Tobit,deutero,17,5,5,"Ber ka ta- lah To bia ke pa da nya: ”Da ri ma na eng kau, hai pemuda?” Sa hut nya: ”Da ri sau da ra-sau da ra- mu, orang Is ra el. Aku da tang ke ma ri un tuk men ca ri pe ker ja an.” To bia pun la lu ber ta nya ke pa da nya: ”Ta hu kah eng kau ja lan ke ne ge ri Media?”",
Tobit,deutero,17,5,6,"Ja wab nya: ”Aku ta hu! Se ring ka li aku ke sa na dan aku pun menge nal se ga la ja- lan ju ga. Su dah ke rap ka li aku per gi ke ne ge ri Me dia dan aku su dah per nah mengi nap pa da Ga ba el, sau da ra ki ta yang ber tem pat ting gal di Ra gai, di ne ge ri Me dia, yang ter le tak di pe- gu nung an. Per ja lan an nya da ri ko ta Ek ba ta na hing ga ke ko ta Ra gai dua ha ri bia sa.”",
Tobit,deutero,17,5,7,"La lu ka ta To bia ke pa da nya: ”Tung gu da hu lu, hai pe mu da. Aku hen dak me nga ta kan nya ke pa- da ayah ku di ru mah. Per lu lah ki ra nya eng- kau per gi ber sa ma de ngan da ku. Upah pun akan ku be ri kan ke pa da mu ju ga.”",
Tobit,deutero,17,5,8,"Sa hut Ra- fa el ke pa da nya: ”Aku akan me nung gu, te ta pi ja ngan la ma-la ma!”",
Tobit,deutero,17,5,9,"Ma ka To bia ma suk dan mem be ri ta hu ayah nya To bit. Ka ta nya: ”Su- dah pak, aku su dah men da pat se se orang da- ri an ta ra sau da ra-sau da ra ki ta, orang Is ra el.” Sa hut To bit ke pa da nya: ”Pang gil kan lah aku orang itu, nak, su pa ya aku ta hu bang sa apa ia dan da ri su ku ma na dan apa ia bo leh di per- ca ya un tuk per gi ber sa ma de ngan mu.”",
Tobit,deutero,17,5,10,"To- bia pun ke lu ar lah dan me mang gil dia. Ka ta- nya: ”Pe mu da, ayah ku me mang gil mu.” Ra fa el ma suk dan oleh To bit di be ri sa lam da hu lu. Ia men ja wab de ngan ba nyak-ba nyak sa lam pu la. La lu To bit me nyam bung: ”Apa kah aku ma sih men da pat sa lam juga? Aku ini orang yang ru sak ma ta nya dan ca ha ya la ngit ti dak- lah ku li hat. Me la in kan du duk lah aku da lam ke ge lap an se per ti orang ma ti yang ti dak me- man dang ca ha ya. Hi dup ku ber ada di te ngah- te ngah orang ma ti. Su ara ma nu sia ku de ngar, te ta pi me re ka ti dak ku li hat!” Sa hut Ra fa el ke- pa da nya: ”Te tap kan ha ti! Pe nyem buh an da ri Allah su dah de kat. Te tap kan ha ti!” La lu To- bit ber ka ta ke pa da nya: ”Anak ku To bia mau per gi ke ne ge ri Me dia. Ada kah eng kau da- pat per gi ber sa ma de ngan nya dan meng an tar dia? Dan la gi, sau da ra, eng kau akan ku be ri upah mu ju ga!” Sa hut Ra fa el: ”Aku mau per- gi ber sa ma de ngan nya. Se mua ja lan ku ke nal ba ik-ba ik. Su dah se ring ka li aku per gi ke ne- ge ri Me dia dan men je la jahi da tar an-da tar an TOBIT",
Tobit,deutero,17,5,11,"To bit me nyam bung pu la: ”Sau da- ra da ri ke lu ar ga ma na dan da ri su ku mana? Nya ta kan lah ke pa da ku, sau da ra!”",
Tobit,deutero,17,5,12,"Sa hut Ra fa el: ”Apa per lu nya su ku itu?” To bit pun la lu ber ka ta ke pa da nya: ”Aku ha nya mau ta- hu ke be nar an sa ja, si apa eng kau dan si apa na ma mu.”",
Tobit,deutero,17,5,13,"Sa hut Ra fa el: ”Aku ini Azar ya bin Ana ni as yang be sar, se orang sau da ra mu.”",
